1	1	2	12	15	31
1	1	2	12	15	41
1	1	2	12	31	41
1	1	6	12	15	31
1	1	6	12	15	41
1	1	6	12	31	41
1	1	2	12	15	31
1	1	2	12	15	41
1	1	2	12	31	41
1	1	6	12	15	31
1	1	6	12	15	41
1	1	6	12	31	41
1	2	3	12	15	31
1	2	3	12	15	41
1	2	3	12	31	41
1	2	3	12	15	31
1	2	3	12	15	41
1	2	3	12	31	41
1	2	5	12	15	31
1	2	5	12	15	41
1	2	5	12	31	41
1	2	6	12	15	31
1	2	6	12	15	41
1	2	6	12	31	41
1	2	6	15	31	41
1	2	12	15	31	41
1	3	6	12	15	31
1	3	6	12	15	41
1	3	6	12	31	41
1	3	6	12	15	31
1	3	6	12	15	41
1	3	6	12	31	41
1	5	6	12	15	31
1	5	6	12	15	41
1	5	6	12	31	41
1	1	2	12	15	31
1	1	2	12	15	41
1	1	2	12	31	41
1	1	6	12	15	31
1	1	6	12	15	41
1	1	6	12	31	41
1	2	3	12	15	31
1	2	3	12	15	41
1	2	3	12	31	41
1	2	3	12	15	31
1	2	3	12	15	41
1	2	3	12	31	41
1	2	5	12	15	31
1	2	5	12	15	41
1	2	5	12	31	41
1	2	6	12	15	31
1	2	6	12	15	41
1	2	6	12	31	41
1	2	6	15	31	41
1	2	12	15	31	41
1	3	6	12	15	31
1	3	6	12	15	41
1	3	6	12	31	41
1	3	6	12	15	31
1	3	6	12	15	41
1	3	6	12	31	41
1	5	6	12	15	31
1	5	6	12	15	41
1	5	6	12	31	41
1	2	3	12	15	31
1	2	3	12	15	41
1	2	3	12	31	41
1	2	3	12	15	31
1	2	3	12	15	41
1	2	3	12	31	41
1	2	5	12	15	31
1	2	5	12	15	41
1	2	5	12	31	41
1	2	6	12	15	31
1	2	6	12	15	41
1	2	6	12	31	41
1	2	6	15	31	41
1	2	12	15	31	41
1	3	6	12	15	31
1	3	6	12	15	41
1	3	6	12	31	41
1	3	6	12	15	31
1	3	6	12	15	41
1	3	6	12	31	41
1	5	6	12	15	31
1	5	6	12	15	41
1	5	6	12	31	41
2	3	3	12	15	31
2	3	3	12	15	41
2	3	3	12	31	41
2	3	5	12	15	31
2	3	5	12	15	41
2	3	5	12	31	41
2	3	6	12	15	31
2	3	6	12	15	41
2	3	6	12	31	41
2	3	6	15	31	41
2	3	12	15	31	41
2	3	5	12	15	31
2	3	5	12	15	41
2	3	5	12	31	41
2	3	6	12	15	31
2	3	6	12	15	41
2	3	6	12	31	41
2	3	6	15	31	41
2	3	12	15	31	41
2	5	6	12	15	31
2	5	6	12	15	41
2	5	6	12	31	41
2	5	6	15	31	41
2	5	12	15	31	41
3	3	6	12	15	31
3	3	6	12	15	41
3	3	6	12	31	41
3	5	6	12	15	31
3	5	6	12	15	41
3	5	6	12	31	41
3	5	6	12	15	31
3	5	6	12	15	41
3	5	6	12	31	41
